"item_id","question","tier","domain","path_choice","answer","correct_answer","is_correct","score","keep_withdraw","bet_nobet"
"pr_040","What is the only English word that ends in the letters 'mt'?","hard","language","ANSWER_DIRECTLY","Dreamt.","dreamt","True","1.0","KEEP","BET"
"pr_041","In propositional logic, is ((P -> Q) AND (Q -> R)) -> (P -> ","hard","logic","ANSWER_DIRECTLY","Yes.","Yes","True","1.0","KEEP","BET"
"pr_042","What is the speed of sound in steel, approximately, in metre","hard","science","ANSWER_DIRECTLY","Approximately 5,900 m/s.","5960","False","0.0","KEEP","BET"
"pr_043","Who was the last Pharaoh of the Ptolemaic dynasty of Egypt?","hard","history","ANSWER_DIRECTLY","Cleopatra VII","Cleopatra VII","True","1.0","KEEP","BET"
"pr_044","What is the only country that borders both the Caspian Sea a","hard","geography","ANSWER_DIRECTLY","Iran","Iran","True","1.0","KEEP","BET"
"pr_045","What is the value of e (Euler's number) to four decimal plac","hard","maths","ANSWER_DIRECTLY","2.7183","2.7183","True","1.0","KEEP","BET"
"pr_046","What is the term for a sentence that contains every letter o","hard","language","ANSWER_DIRECTLY","Pangram","pangram","True","1.0","KEEP","BET"
"pr_047","Is the statement 'This sentence is false' a valid propositio","hard","logic","ANSWER_DIRECTLY","No. In classical logic, a valid proposition must have a definitive truth value of either exactly tru","No","True","1.0","KEEP","BET"
"pr_048","What is the approximate age of the universe in billions of y","hard","science","ANSWER_DIRECTLY","13.8","13.8","True","1.0","KEEP","BET"
"pr_049","What was the name of the ship on which Charles Darwin made h","hard","history","ANSWER_DIRECTLY","HMS Beagle","HMS Beagle","True","1.0","KEEP","BET"
"pr_050","What strait separates Africa from Europe?","hard","geography","ANSWER_DIRECTLY","The Strait of Gibraltar","Strait of Gibraltar","True","1.0","KEEP","BET"
"pr_051","What is the 10th digit of pi after the decimal point?","hard","maths","ANSWER_DIRECTLY","5","5","True","1.0","KEEP","BET"
"pr_052","What is the only letter in the English alphabet that does no","hard","language","ANSWER_DIRECTLY","Q","Q","True","1.0","KEEP","BET"
"pr_053","Can a valid deductive argument have true premises and a fals","hard","logic","ANSWER_DIRECTLY","No. By definition, a valid deductive argument is one in which it is impossible for the premises to b","No","True","1.0","KEEP","BET"
"pr_054","What is the current best estimate of the Hubble constant in ","extreme","science","ANSWER_DIRECTLY","Due to the ongoing ""Hubble tension,"" there are two conflicting best estimates rather than a single a","73","True","1.0","KEEP","BET"
"pr_055","In what year did the Kingdom of Aksum adopt Christianity?","extreme","history","ANSWER_DIRECTLY","330 AD","330","True","1.0","KEEP","NO_BET"
"pr_056","What is the population of Tuvalu, approximately?","extreme","geography","ANSWER_DIRECTLY","Approximately 11,000.","11000","True","1.0","KEEP","BET"
"pr_057","What is the value of the Riemann zeta function at s = -1?","extreme","maths","ANSWER_DIRECTLY","-1/12","-1/12","True","1.0","KEEP","BET"
"pr_058","What is the only major language that has no irregular verbs?","extreme","language","REQUEST_HINT","Turkish","Turkish","True","0.5","KEEP","BET"
"pr_059","In Goedel's incompleteness theorems, what is the minimum req","extreme","logic","ANSWER_DIRECTLY","The formal system must be effectively generated (its axioms are recursively enumerable), consistent,","consistent and capable of expressing basic arithmetic","False","0.0","KEEP","BET"
"pr_060","What is the mass of the top quark in GeV/c^2, approximately?","extreme","science","ANSWER_DIRECTLY","Approximately 173 GeV/c^2.","173","True","1.0","KEEP","BET"
"pr_061","Who was the first non-Italian Pope after the Renaissance?","extreme","history","ANSWER_DIRECTLY","Pope John Paul II","Adrian VI","False","0.0","KEEP","BET"
"pr_062","What is the only country that shares a land border with both","extreme","geography","ANSWER_DIRECTLY","Suriname","Suriname","True","1.0","KEEP","BET"
"pr_063","What is the exact value of the sum: 1/1! + 1/2! + 1/3! + 1/4","extreme","maths","ANSWER_DIRECTLY","e - 1","e - 1","True","1.0","KEEP","BET"
"pr_064","What living language has the largest number of phonemes?","extreme","language","ANSWER_DIRECTLY","!Xóõ (also known as Taa).","Taa","True","1.0","KEEP","BET"
"pr_065","In the Monty Hall problem, what is the exact probability of ","extreme","logic","ANSWER_DIRECTLY","2/3","2/3","True","1.0","KEEP","BET"
"pr_066","What is the approximate distance to the Andromeda galaxy in ","extreme","science","ANSWER_DIRECTLY","2.5","2.5","True","1.0","KEEP","BET"
"pr_067","What was the shortest war in recorded history and how long d","extreme","history","ANSWER_DIRECTLY","The Anglo-Zanzibar War, which lasted between 38 and 45 minutes.","Anglo-Zanzibar War, 38 minutes","False","0.0","KEEP","BET"
"pr_068","What is the least visited country in the world by internatio","extreme","geography","ANSWER_DIRECTLY","Tuvalu (though some sources cite Nauru).","Tuvalu","True","1.0","KEEP","BET"
"pr_069","What is the closed-form value of the infinite continued frac","extreme","maths","ANSWER_DIRECTLY","(1 + √5) / 2 (the golden ratio)","golden ratio","True","1.0","KEEP","BET"
"pr_070","What is the only English word borrowed directly from the Cze","extreme","language","ANSWER_DIRECTLY","Robot.","robot","True","1.0","KEEP","BET"
"pr_071","Is the Axiom of Choice independent of ZF set theory?","extreme","logic","ANSWER_DIRECTLY","Yes, the Axiom of Choice is independent of ZF set theory. (Kurt Gödel proved it cannot be disproved ","Yes","True","1.0","KEEP","BET"
