"item_id","question","tier","domain","path_choice","answer","correct_answer","is_correct","score","keep_withdraw","bet_nobet"
"pr_036","What is the Chandrasekhar limit in solar masses?","hard","science","ANSWER_DIRECTLY","1.4 solar masses","1.4","True","1.0","KEEP","BET"
"pr_037","In what year was the Edict of Nantes signed?","hard","history","ANSWER_DIRECTLY","1598","1598","True","1.0","KEEP","BET"
"pr_038","What is the capital of Burkina Faso?","hard","geography","ANSWER_DIRECTLY","Ouagadougou","Ouagadougou","True","1.0","KEEP","BET"
"pr_039","What is the sum of the first 100 positive integers?","hard","maths","ANSWER_DIRECTLY","5050","5050","True","1.0","KEEP","BET"
"pr_040","What is the only English word that ends in the letters 'mt'?","hard","language","REQUEST_HINT","dreamt","dreamt","True","0.5","KEEP","BET"
"pr_041","In propositional logic, is ((P -> Q) AND (Q -> R)) -> (P -> ","hard","logic","ANSWER_DIRECTLY","Yes, this is a tautology.

The expression ((P → Q) ∧ (Q → R)) → (P → R) is always true regardless of","Yes","True","1.0","KEEP","BET"
"pr_042","What is the speed of sound in steel, approximately, in metre","hard","science","REQUEST_HINT","5000 m/s","5960","False","0.1","KEEP","NO_BET"
"pr_043","Who was the last Pharaoh of the Ptolemaic dynasty of Egypt?","hard","history","ANSWER_DIRECTLY","Cleopatra VII","Cleopatra VII","True","1.0","KEEP","BET"
"pr_044","What is the only country that borders both the Caspian Sea a","hard","geography","REQUEST_HINT","Iran","Iran","True","0.5","KEEP","BET"
"pr_045","What is the value of e (Euler's number) to four decimal plac","hard","maths","ANSWER_DIRECTLY","2.7183","2.7183","True","1.0","KEEP","BET"
"pr_046","What is the term for a sentence that contains every letter o","hard","language","REQUEST_HINT","A pangram is a sentence that contains every letter of the alphabet at least once.","pangram","True","0.5","KEEP","BET"
"pr_047","Is the statement 'This sentence is false' a valid propositio","hard","logic","REQUEST_HINT","No, it is not a valid proposition in classical logic because it creates a self-referential paradox t","No","True","0.5","KEEP","BET"
"pr_048","What is the approximate age of the universe in billions of y","hard","science","ANSWER_DIRECTLY","13.8 billion years","13.8","True","1.0","KEEP","BET"
"pr_049","What was the name of the ship on which Charles Darwin made h","hard","history","ANSWER_DIRECTLY","HMS Beagle","HMS Beagle","True","1.0","KEEP","BET"
"pr_050","What strait separates Africa from Europe?","hard","geography","ANSWER_DIRECTLY","The Strait of Gibraltar separates Africa from Europe.","Strait of Gibraltar","True","1.0","KEEP","BET"
"pr_051","What is the 10th digit of pi after the decimal point?","hard","maths","REQUEST_HINT","5","5","True","0.5","KEEP","BET"
"pr_052","What is the only letter in the English alphabet that does no","hard","language","REQUEST_HINT","The letter Q does not appear in any U.S. state name.

To verify: Looking through all 50 state names,","Q","True","0.5","KEEP","BET"
"pr_053","Can a valid deductive argument have true premises and a fals","hard","logic","ANSWER_DIRECTLY","No. A valid deductive argument cannot have true premises and a false conclusion. By definition, a va","No","True","1.0","KEEP","BET"
"pr_054","What is the current best estimate of the Hubble constant in ","extreme","science","REQUEST_HINT","73 km/s/Mpc","73","True","0.5","KEEP","NO_BET"
"pr_055","In what year did the Kingdom of Aksum adopt Christianity?","extreme","history","REQUEST_HINT","The Kingdom of Aksum adopted Christianity around 325 CE during the reign of King Ezana.","330","False","0.1","KEEP","NO_BET"
"pr_056","What is the population of Tuvalu, approximately?","extreme","geography","REQUEST_HINT","The population of Tuvalu is approximately 11,000 people.","11000","True","0.5","KEEP","NO_BET"
"pr_057","What is the value of the Riemann zeta function at s = -1?","extreme","maths","REQUEST_HINT","-1/12","-1/12","True","0.5","KEEP","BET"
"pr_058","What is the only major language that has no irregular verbs?","extreme","language","REQUEST_HINT","Turkish","Turkish","True","0.5","KEEP","NO_BET"
"pr_059","In Goedel's incompleteness theorems, what is the minimum req","extreme","logic","REQUEST_HINT","The minimum requirement is that the formal system must be consistent and capable of encoding basic a","consistent and capable of expressing basic arithmetic","False","0.1","KEEP","BET"
"pr_060","What is the mass of the top quark in GeV/c^2, approximately?","extreme","science","REQUEST_HINT","173 GeV/c²","173","True","0.5","KEEP","NO_BET"
"pr_061","Who was the first non-Italian Pope after the Renaissance?","extreme","history","REQUEST_HINT","Pope Adrian VI (Adriaan Florenszoon Boeyens) was the first non-Italian Pope after the Renaissance. H","Adrian VI","True","0.5","KEEP","BET"
"pr_062","What is the only country that shares a land border with both","extreme","geography","REQUEST_HINT","No country shares a land border with both France and Brazil. French Guiana (an overseas territory of","Suriname","False","0.1","WITHDRAW","NO_BET"
"pr_063","What is the exact value of the sum: 1/1! + 1/2! + 1/3! + 1/4","extreme","maths","REQUEST_HINT","e - 1","e - 1","True","0.5","KEEP","BET"
"pr_064","What living language has the largest number of phonemes?","extreme","language","REQUEST_HINT","!Xóõ (Taa)","Taa","True","0.5","KEEP","NO_BET"
"pr_065","In the Monty Hall problem, what is the exact probability of ","extreme","logic","ANSWER_DIRECTLY","2/3","2/3","True","1.0","KEEP","BET"
"pr_066","What is the approximate distance to the Andromeda galaxy in ","extreme","science","REQUEST_HINT","2.5 million light-years","2.5","True","0.5","KEEP","NO_BET"
"pr_067","What was the shortest war in recorded history and how long d","extreme","history","ANSWER_DIRECTLY","The Anglo-Zanzibar War of 1896 lasted approximately 38-45 minutes, making it the shortest war in rec","Anglo-Zanzibar War, 38 minutes","False","0.0","KEEP","NO_BET"
"pr_068","What is the least visited country in the world by internatio","extreme","geography","REQUEST_HINT","Tuvalu is the least visited country in the world by international tourist arrivals.","Tuvalu","True","0.5","WITHDRAW","NO_BET"
"pr_069","What is the closed-form value of the infinite continued frac","extreme","maths","REQUEST_HINT","The closed-form value is (1+√5)/2, which is the golden ratio φ.","golden ratio","True","0.5","KEEP","BET"
"pr_070","What is the only English word borrowed directly from the Cze","extreme","language","REQUEST_HINT","Robot","robot","True","0.5","KEEP","BET"
"pr_071","Is the Axiom of Choice independent of ZF set theory?","extreme","logic","ANSWER_DIRECTLY","Yes, the Axiom of Choice is independent of ZF set theory. This was proven by Kurt Gödel (who showed ","Yes","True","1.0","KEEP","BET"
