"item_id","question","tier","domain","path_choice","answer","correct_answer","is_correct","score","keep_withdraw","bet_nobet"
"pr_032","What is the deepest point in the ocean?","medium","geography","ANSWER_DIRECTLY","The deepest point in the ocean is the Challenger Deep in the Mariana Trench, located in the western ","Challenger Deep","True","1.0","KEEP","BET"
"pr_033","What is the integral of 1/x with respect to x?","medium","maths","ANSWER_DIRECTLY","The integral of 1/x with respect to x is:

∫(1/x)dx = ln|x| + C

where ln denotes the natural logari","ln(x)","False","0.0","KEEP","BET"
"pr_034","From which language does the English word 'algorithm' origin","medium","language","ANSWER_DIRECTLY","The English word 'algorithm' originates from **Arabic**. It comes from the name of the Persian mathe","Arabic","True","1.0","KEEP","BET"
"pr_035","If no A are B, and all B are C, can any A be C?","medium","logic","ANSWER_DIRECTLY","Yes, some A can be C.

The premises tell us:
- No A are B (A and B don't overlap)
- All B are C (B i","Yes","True","1.0","KEEP","NO_BET"
"pr_036","What is the Chandrasekhar limit in solar masses?","hard","science","ANSWER_DIRECTLY","The Chandrasekhar limit is approximately **1.4 solar masses**.

This is the maximum mass of a stable","1.4","True","1.0","KEEP","BET"
"pr_037","In what year was the Edict of Nantes signed?","hard","history","ANSWER_DIRECTLY","The Edict of Nantes was signed in 1598.","1598","True","1.0","KEEP","BET"
"pr_038","What is the capital of Burkina Faso?","hard","geography","ANSWER_DIRECTLY","Ouagadougou","Ouagadougou","True","1.0","KEEP","BET"
"pr_039","What is the sum of the first 100 positive integers?","hard","maths","ANSWER_DIRECTLY","The sum of the first 100 positive integers is **5,050**.

This can be calculated using the formula: ","5050","False","0.0","KEEP","BET"
"pr_040","What is the only English word that ends in the letters 'mt'?","hard","language","ANSWER_DIRECTLY","The answer is **alment**.

Actually, I should reconsider. A more common word that ends in 'mt' is **","dreamt","True","1.0","WITHDRAW","NO_BET"
"pr_041","In propositional logic, is ((P -> Q) AND (Q -> R)) -> (P -> ","hard","logic","ANSWER_DIRECTLY","Yes, this is a tautology.

This formula represents the transitive property of implication. It states","Yes","True","1.0","KEEP","BET"
"pr_042","What is the speed of sound in steel, approximately, in metre","hard","science","ANSWER_DIRECTLY","The speed of sound in steel is approximately **5,000 metres per second** (or 5,000 m/s).

More preci","5960","False","0.0","KEEP","BET"
"pr_043","Who was the last Pharaoh of the Ptolemaic dynasty of Egypt?","hard","history","ANSWER_DIRECTLY","Cleopatra VII was the last Pharaoh of the Ptolemaic dynasty of Egypt. She ruled from 51-30 BCE and d","Cleopatra VII","True","1.0","KEEP","BET"
"pr_044","What is the only country that borders both the Caspian Sea a","hard","geography","ANSWER_DIRECTLY","Iran is the only country that borders both the Caspian Sea and the Persian Gulf.","Iran","True","1.0","KEEP","BET"
"pr_045","What is the value of e (Euler's number) to four decimal plac","hard","maths","ANSWER_DIRECTLY","e = 2.7183","2.7183","True","1.0","KEEP","BET"
"pr_046","What is the term for a sentence that contains every letter o","hard","language","ANSWER_DIRECTLY","A pangram.","pangram","True","1.0","KEEP","BET"
"pr_047","Is the statement 'This sentence is false' a valid propositio","hard","logic","REQUEST_HINT","No. In classical logic, a valid proposition must be either true or false. ""This sentence is false"" i","No","True","0.5","KEEP","NO_BET"
"pr_048","What is the approximate age of the universe in billions of y","hard","science","ANSWER_DIRECTLY","The universe is approximately **13.8 billion years old**.","13.8","True","1.0","KEEP","BET"
"pr_049","What was the name of the ship on which Charles Darwin made h","hard","history","ANSWER_DIRECTLY","The HMS Beagle.","HMS Beagle","True","1.0","KEEP","BET"
"pr_050","What strait separates Africa from Europe?","hard","geography","ANSWER_DIRECTLY","The Strait of Gibraltar separates Africa from Europe, connecting the Mediterranean Sea to the Atlant","Strait of Gibraltar","True","1.0","KEEP","BET"
"pr_051","What is the 10th digit of pi after the decimal point?","hard","maths","REQUEST_HINT","The 10th digit of pi after the decimal point is **5**.

Pi = 3.1415926535...
Counting after the deci","5","True","0.5","KEEP","NO_BET"
"pr_052","What is the only letter in the English alphabet that does no","hard","language","ANSWER_DIRECTLY","The letter **Q** does not appear in any U.S. state name.","Q","True","1.0","KEEP","NO_BET"
"pr_053","Can a valid deductive argument have true premises and a fals","hard","logic","ANSWER_DIRECTLY","No. By definition, a valid deductive argument is one where if the premises are true, the conclusion ","No","True","1.0","KEEP","BET"
"pr_054","What is the current best estimate of the Hubble constant in ","extreme","science","REQUEST_HINT","The current best estimate of the Hubble constant is approximately **73 km/s/Mpc** based on late-univ","73","True","0.5","KEEP","NO_BET"
"pr_055","In what year did the Kingdom of Aksum adopt Christianity?","extreme","history","ANSWER_DIRECTLY","The Kingdom of Aksum officially adopted Christianity in the 4th century, most commonly dated to arou","330","True","1.0","KEEP","NO_BET"
"pr_056","What is the population of Tuvalu, approximately?","extreme","geography","ANSWER_DIRECTLY","Approximately 12,000-13,000 people. Tuvalu is one of the least populous countries in the world, with","11000","False","0.0","KEEP","NO_BET"
"pr_057","What is the value of the Riemann zeta function at s = -1?","extreme","maths","ANSWER_DIRECTLY","The value of the Riemann zeta function at s = -1 is:

$$\zeta(-1) = -\frac{1}{12}$$

This result com","-1/12","True","1.0","KEEP","BET"
"pr_058","What is the only major language that has no irregular verbs?","extreme","language","REQUEST_HINT","Turkish

Turkish is an agglutinative language spoken in Anatolia that is known for having a highly r","Turkish","True","0.5","WITHDRAW","NO_BET"
"pr_059","In Goedel's incompleteness theorems, what is the minimum req","extreme","logic","ANSWER_DIRECTLY","The formal system must be:

1. **Consistent** — it cannot derive contradictions
2. **Effective/Decid","consistent and capable of expressing basic arithmetic","False","0.0","KEEP","BET"
"pr_060","What is the mass of the top quark in GeV/c^2, approximately?","extreme","science","ANSWER_DIRECTLY","The top quark has a mass of approximately **173 GeV/c²**.","173","True","1.0","KEEP","BET"
"pr_061","Who was the first non-Italian Pope after the Renaissance?","extreme","history","REQUEST_HINT","Pope Adrian VI (1522-1523) from the Netherlands was the first non-Italian Pope after the Renaissance","Adrian VI","True","0.5","KEEP","BET"
"pr_062","What is the only country that shares a land border with both","extreme","geography","DECLINE","DECLINED","Suriname","False","0.25","KEEP","BET"
"pr_063","What is the exact value of the sum: 1/1! + 1/2! + 1/3! + 1/4","extreme","maths","ANSWER_DIRECTLY","The exact value is **e - 1**, where e is Euler's number (approximately 2.71828).

This follows from ","e - 1","True","1.0","KEEP","BET"
"pr_064","What living language has the largest number of phonemes?","extreme","language","REQUEST_HINT","!Xóõ (or ǃXóõ)

This Khoisan language spoken in Botswana has over 100 phonemes, including numerous c","Taa","False","0.1","KEEP","NO_BET"
"pr_065","In the Monty Hall problem, what is the exact probability of ","extreme","logic","ANSWER_DIRECTLY","The exact probability of winning if you always switch in the Monty Hall problem is **2/3** (approxim","2/3","True","1.0","KEEP","BET"
"pr_066","What is the approximate distance to the Andromeda galaxy in ","extreme","science","ANSWER_DIRECTLY","The Andromeda galaxy is approximately **2.5 million light-years** away from Earth.","2.5","True","1.0","KEEP","BET"
"pr_067","What was the shortest war in recorded history and how long d","extreme","history","ANSWER_DIRECTLY","The Anglo-Zanzibar War (August 27, 1896) is widely recognized as the shortest war in recorded histor","Anglo-Zanzibar War, 38 minutes","False","0.0","KEEP","BET"
"pr_068","What is the least visited country in the world by internatio","extreme","geography","REQUEST_HINT","Tuvalu

This small Pacific island nation typically receives fewer than 2,000 international tourist a","Tuvalu","True","0.5","KEEP","NO_BET"
"pr_069","What is the closed-form value of the infinite continued frac","extreme","maths","ANSWER_DIRECTLY","Let x = 1 + 1/(1 + 1/(1 + 1/(...)))

Since the continued fraction is infinite and self-similar:
x = ","golden ratio","True","1.0","KEEP","BET"
"pr_070","What is the only English word borrowed directly from the Cze","extreme","language","REQUEST_HINT","Robot

(The word ""robot"" comes from the Czech word ""robota"" (forced labor), coined by Karel Čapek in","robot","True","0.5","KEEP","BET"
"pr_071","Is the Axiom of Choice independent of ZF set theory?","extreme","logic","ANSWER_DIRECTLY","Yes, the Axiom of Choice is independent of ZF set theory.

This means:
- ZF cannot prove the Axiom o","Yes","True","1.0","KEEP","BET"
